REGISTRO;F_1;F_2_COD_1;F_3;F_4;F_5;F_6;F_7;P1_1;P1_2;P1_3;P1_4;P1_5;P1_6;P1_7;P1_8;P1_9;P1_10;P1_11;P1_12;P1_13;P1_14;P1_15;P1_16;P1_17;P1_18;P1_19;P1_20;P1_21;P1_22;P1_23;P1_24;P1_25;P1_26;P1_27;P1_28;P1_29;P1_98O;P1_98;P2_1;P2_02;P2_3;P2_4;P2_5;P2_6;P2_7;P2_8;P2_9;P2_10;P2_11;P2_12;P2_13;P2_14;P2_98O;P2_98;P3_1;P3_2;P3_3;P3_4;P4;P5_1;P5_2;P5_3;P5_4;P5_5;P5_6;P5_7;P5_8;P5_9;P5_10;P5_11;P5_12;P5_13;P5_14;P5_15;P5_16;P5_98O;P5_98;P6;P7;P8_1;P8_2;P8_3;P8_4;P8_5;P8_6;P8_7;P8_8;P8_9;P8_10;P8_11;P8_12;P8_13;P8_14;P8_15;P8_16;P8_17;P8_18;P8_19;P8_20;P8_21;P9_COD_1;P9_COD_2;P9_COD_3;P9_COD_4;P10;P11A;P11_1;P11_2;P11_3;P11_4;P11_5;P11_6;P11_7;P11_8;P12;P13;P14_COD_1;P14_COD_2;P14_COD_3;P15_1;P15_2;P15_3;P16_1;P16_2;P16_3;P16_4;P17;P18;P19_1;P19_2;P19_3;P19_4;P19_5;P20;P21_1;P21_2;P21_3;P22;P23_1;P23_2;P24;P25;P26;P27_1;P27_2;P27_3;P28_COD_1;P28_COD_2;P28_COD_3;P29;P30;P31_1;P31_2;P31_3;P31_4;P32_1;P32_2;P32_3;P32_4;P32_5;P32_6;P32_7;P32_8;P32_9;P33;P34;P35;P36;P37;P38_1;P38_2;P39;P40_1;P40_2;P40_3;P41_COD_1;P41_COD_2;P42;P43;P44;FACTOR
48;1;28;2;1;1;5;2;5;0;5;5;5;1;1;5;3;3;1;5;5;4;5;5;5;5;5;4;5;5;4;5;5;5;5;5;1; ; ;5;4;1;5;1;1;1;5;3;3;2;5;4;3; ; ;2;2;2;2; ;4;4;4;4;4;4;5;4;5;3;4;5;5;3;5;5; ; ;5;1;5;1;2;4;3;4;5;5;5;5;5;5;5;4;3;4;5;4;5;4;4;28; ; ; ;1;6;1; ; ; ; ; ; ; ;4;3;7; ; ;4;5;5;99; ; ; ;1;9;5; ; ; ; ;3;5;6; ;3;3;2010;2; ;2016; ; ; ; ; ; ;3;1;6;2;3; ;4;2;5;4;5;4;5;4;3;1;1;4;1; ; ; ;5; ; ; ;19; ;4;1;4;,888030888030888
49;1;39;2;27;27;4;2;5;4;4;4;4;1;2;1;5;3;1;4;1;2;5;5;1;3;4;4;5;2;1;4;3;4;3;3;3; ; ;4;5;1;5;5;1;1;5;3;3;5;5;3;3; ; ;1;1;2;1;4;5;5;5;4;4;2;5;5;5;5;4;5;5;3;5;4; ; ;5;1;4;1;5;5;4;3;5;3;5;5;3;3;4;2;2;3;3;3;5;3;5;13;14; ; ;1;99; ; ; ; ; ; ; ; ;4;5;15; ; ;4;4;4;2; ; ; ;1;5;14; ; ; ; ;1;3; ; ;1;1;2006;1;3;2015;5; ; ;4; ; ;3;3;20; ; ; ;4;4;5;1;5;4;4;2;5;1;1;2;7; ; ; ;5; ; ; ;62; ;3;1;6;1,67165560423987
50;1;77;2;2;7;5;1;5;0;4;4;4;5;4;3;4;5;1;5;3;4;4;4;2;5;5;4;5;3;5;4;3;3;4;4;4; ; ;5;4;5;4;5;3;3;5;5;4;3;4;3;2; ; ;1;1;2;2;3;4;4;4;4;4;3;4;4;5;5;3;5;4;3;4;5; ; ;4;1;4;1;3;4;4;3;4;3;4;4;5;4;4;3;3;4;4;4;5;5;4;20; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2;11; ; ;3;3;3;99; ; ; ;1;5;5; ; ; ; ;1;1; ; ;1;1;2009;1;15;2016;5; ; ;4; ; ;3;3;41; ; ; ;5;3;5;3;4;4;5;3;3;2;2; ; ; ; ; ;3;30; ; ;26; ;1;1;2;,888030888030888
51;1;28;2;6;19;6;2;4;5;4;5;4;5;5;4;5;5;3;4;4;4;3;4;5;4;5;4;4;4;1;3;4;4;3;4;5; ; ;4;4;1;5;0;4;4;4;3;3;3;4;1;4; ; ;2;2;2;2; ;3;4;4;4;3;3;4;4;4;5;5;4;4;4;4;4; ; ;5;1;4;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;18; ; ; ;1;3;2;11;4;1;7;29; ; ;4;5;19; ; ;4;5;5;1;2;9;10; ;8;5; ; ; ; ;1;1; ; ;2;4;2010;2; ;2014;2; ; ;1;5; ;4;3;31; ; ; ;4;4;5;1;5;4;4;4;5;2;2; ; ; ; ; ;5; ; ; ;3; ;1;6;5;,888030888030888
52;1;57;2;11;11;5;1;5;1;5;5;5;1;5;1;5;5;1;1;1;3;3;5;2;4;1;5;5;1;1;5;1;3;5;3;2; ; ;5;5;1;5;1;1;1;3;5;5;5;5;3;1;16;5;1;2;2;2;4;5;5;5;5;1;1;3;3;3;5;1;5;5;1;1;5; ; ;5;1;4;3;3;5;4;3;3;1;2;3;5;3;1;3;5;5;3;4;5;2;5;14; ; ; ;1;99; ; ; ; ; ; ; ; ;3;3;20; ; ;3;2;4;2; ; ; ;1;3;2; ; ; ; ;1;1; ; ;1;8;2005;2; ;2014;5;4; ;4; ; ;3;1;2;29; ; ;5;4;4;2;4;5;3;4;4;1;1;1;1; ; ; ;5; ; ; ;5; ;4;5;6;,439604933986956
53;1;3;2;2;2;6;2;5;4;4;4;4;4;2;0;5;4;1;2;4;3;2;3;1;4;3;3;5;2;3;4;2;2;2;3;1;47;4;4;3;1;4;3;3;3;3;5;5;3;3;4;3; ; ;2;2;2;2; ;3;3;3;3;3;4;4;4;3;4;3;4;3;3;4;4; ; ;5;1;3;4;4;4;4;4;4;4;4;4;4;3;3;2;2;3;3;4;5;3;3;21; ; ; ;1;2;11; ; ; ; ; ; ; ;3;4;7; ; ;3;3;4;99; ; ; ;1;3;5; ; ; ; ;1;1; ; ;1;1;2010;2; ;2015;4; ; ;15; ; ;1;1;0; ; ; ;4;3;4;3;3;3;3;3;4;1;2; ; ; ; ; ;5; ; ; ;3; ;1;7;2;1,2796986392492
55;1;35;4;1;36;5;2;0;1;5;5;5;1;0;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;3;5;5;47;5;5;4;3;5;4;5;5;5;4;0;1;5;4;4; ; ;2;2;2;2; ;4;4;5;4;5;5;5;5;5;5;4;5;4;4;4;5; ; ;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1; ; ; ;1;1;3;5;2; ; ; ; ; ;4;4;1; ; ;5;4;5;1;18; ; ; ;8;1;15; ; ; ;3;3; ; ;4;3;1995;2; ;2014; ; ; ; ; ; ;3;4;3;30; ; ;5;1;4;1;4;5;4;3;3;3;2; ; ; ; ; ;5; ; ; ;148; ;3;1;6;1,67165560423987
56;1;35;2;34;34;5;1;3;4;3;3;2;3;2;4;4;3;4;3;3;3;3;2;3;3;3;3;5;3;3;3;2;3;3;3;3; ; ;4;3;3;5;3;2;3;2;3;3;3;4;3;3; ; ;1;1;2;2;3;3;3;4;4;3;3;4;3;3;4;4;4;4;4;4;4; ; ;4;3;4;5;4;4;4;3;4;4;4;4;4;4;4;3;3;4;3;4;5;4;5;30; ; ; ;1;99; ; ; ; ; ; ; ; ;3;4;8; ; ;5;4;4;2; ; ; ;1;8;7; ; ; ; ;2;5;1; ;2;1;2001;1;8;2013;5; ; ;99; ; ;3;1;2; ; ; ;3;3;4;3;3;3;3;3;4;2;1;4;1; ; ; ;4;6; ; ;62; ;3;1;3;1,67165560423987
57;1;35;2;1;1;5;1;5;2;5;5;5;1;1;4;4;4;2;5;5;5;5;5;4;5;5;5;1;4;4;5;5;5;5;4;4; ; ;5;5;1;5;2;4;1;5;5;5;5;5;5;5; ; ;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5; ; ;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;4;5;21; ; ; ;1;1; ; ; ; ; ; ; ; ;5;5;19; ; ;5;5;5;2; ; ; ;1;6;5;1; ; ; ;1;6;5; ;1;3;1998;1;6;2014; ; ; ; ; ; ;3;1;20; ; ; ;4;1;2;1;5;2;4;4;5;1;2; ; ; ; ; ;5; ; ; ;62; ;3;1;4;1,67165560423987
58;1;28;1;19; ;5;2;5;3;4;4;4;3;3;3;3;5;2;4;2;4;3;5;3;2;4;4;5;3;3;4;4;2;3;4;4; ; ;4;3;4;4;4;3;2;3;3;3;2;4;3;4; ; ;2;2;2;2; ;4;3;4;4;4;2;3;3;4;4;2;4;4;3;4;4; ; ;4;1;4;4;5;5;5;4;4;4;5;5;5;5;4;4;5;5;4;5;5;4;5;8; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ;1;1;2011;2; ;2014;7; ; ;7; ; ;3;1;3;2; ; ;5;4;4;2;4;5;4;3;4;1;2; ; ; ; ; ;4;1; ; ;7; ;4;1;3;,888030888030888
59;1;28;3;27;27;5;2;5;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1; ; ;5;1;1;5;1;1;1;5;5;5;1;1;1;1; ; ;2;2;2;2; ;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;5; ; ;5;1;5;5;5;5;5;1;3;1;5;5;5;3;1;1;3;5;3;5;3;1;3;6; ; ; ;1;99; ; ; ; ; ; ; ; ;3;1;99; ; ;1;1;1;99; ; ; ;1;1;5; ; ; ; ;1;16; ; ;1;1;2000;2; ;2004;7; ; ;15; ; ;3;3;29; ; ; ;3;1;3;1;3;1;3;1;1;1;2; ; ; ; ; ;5; ; ; ;121; ;4;1;8;,888030888030888
60;1;35;2;3;3;5;2;5;2;5;4;4;3;1;5;5;5;1;2;0;3;2;5;5;1;4;5;5;3;1;3;3;3;4;5;4; ; ;5;5;2;5;1;3;3;4;3;3;2;3;4;5; ; ;2;2;2;2; ;4;5;4;4;4;1;3;1;5;5;3;4;5;4;3;5; ; ;5;3;5;5;5;5;5;3;5;5;5;5;5;5;3;2;3;5;5;5;5;2;5;14; ; ; ;1;5;3;1;16; ; ; ; ; ;5;5;16; ; ;2;3;3;1; ; ; ; ;5;5; ; ; ; ;1;1; ; ;1;2;1994;2; ;2014; ; ; ; ; ; ;3;1;20; ; ; ;1;1;3;1;5;1;1;1;5;2;1;3;7; ; ; ;5; ; ; ;62; ;4;1;6;1,67165560423987
62;1;84;1;1; ;2; ;3;1;5;5;5;1;0;5;1;5;1;5;5;5;3;3;1;5;5;5;1;1;1;5;1;1;3;5;1; ; ;5;3;3;5;1;1;5;5;4;5;3;5;5;5; ; ;1;2;1;1;4;1;2;4;2;5;5;5;5;5;4;3;5;5;5;3;5; ; ;5;3;3;5;3;5;5;3;5;5;5;5;4;5;3;3;4;5;5;5;5;5;5;16; ; ; ;1;1; ; ; ; ; ; ; ; ;3;4;3;12; ;3;3;3;99; ; ; ;1;8;5; ; ; ; ;2;5;1; ;1;3;2009;2; ;2013; ; ; ; ; ; ;3;1;7;2; ; ;5;3;5;4;5;4;4;3;3;3;1;6;14; ; ; ; ; ; ; ; ; ; ; ; ;,888030888030888
63;1;55;4;1;2;5;2;1;1;1;1;5;5;0;5;1;1;1;1;1;1;1;1;5;2;1;1;1;1;1;1;1;1;1;1;1; ; ;5;5;1;5;1;1;1;1;5;5;1;1;1;1; ; ;2;2;2;2; ;3;3;3;2;1;5;5;4;2;1;2;1;2;2;1;5; ; ;5;1;1;1;4;2;2;2;5;5;5;5;5;3;2;2;3;5;3;3;4;5;5;7; ; ; ;1;1; ; ; ; ; ; ; ; ;3;3;7; ; ;3;3;3;99; ; ; ;2; ; ; ; ; ; ;2;1;5; ;1;3;1985;2; ;1987; ; ; ; ; ; ;1;4;30; ; ; ;4;1;5;1;5;3;5;5;1;1;1;1;2; ; ; ;5; ; ; ;94; ;4;2;99;,439604933986956
64;1;84;2;26;2;5;2;5;4;4;4;4;3;3;3;5;5;3;3;4;5;3;3;5;5;5;5;1;3;1;3;5;5;5;3;4; ; ;3;4;3;5;3;3;3;5;3;4;5;3;5;3; ; ;1;2;2;2;5;4;5;5;4;3;5;4;3;5;5;5;5;5;5;5;5; ; ;5;1;5;1;5;5;5;2;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;15; ; ; ;1;1; ; ; ; ; ; ; ; ;5;5;13; ; ;4;4;5;2; ; ; ;1;3;5;7; ; ; ;3;2; ; ;3;1;2011;2; ;2015;7; ; ;13; ; ;3;3;5;2; ; ;5;4;5;3;5;2;5;4;3;3;2; ; ; ; ; ;5; ; ; ;113; ;99;1;5;,888030888030888
65;1;35;2;3;3;5;2;5;1;5;5;5;1;1;5;5;5;1;1;1;1;5;5;5;5;5;5;1;1;5;5;1;5;5;5;1; ; ;5;5;1;5;1;1;1;1;5;1;1;5;5;5; ; ;1;2;2;2;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5; ; ;5;1;5;3;5;5;5;3;5;5;5;5;5;5;3;2;5;5;5;5;5;5;5;7; ; ; ;1;5; ; ; ; ; ; ; ; ;5;3;15; ; ;3;3;2;99; ; ; ;2; ; ; ; ; ; ;2;6;2; ;3;99;2008;2; ;2016; ; ; ; ; ; ;3;1;5; ; ; ;3;2;5;1;5;4;5;3;2;1;1;1;5; ; ; ;5; ; ; ;62; ;3;1;3;1,67165560423987
68;1;45;4;27;27;5;2;4;1;5;5;5;4;1;1;4;4;4;1;1;2;2;4;4;1;5;4;5;3;0;3;4;4;3;4;1; ; ;4;5;4;4;1;3;5;4;4;4;4;4;4;4; ; ;1;1;2;2;4;4;4;4;4;4;3;3;3;4;4;4;3;4;4;4;4; ; ;4;3;3;1;3;5;4;0;4;4;3;3;4;4;4;3;0;4;4;4;5;4;4;1; ; ; ;1;1;5;3;27;36; ; ; ; ;4;3;5; ; ;4;4;4;2; ; ; ;2; ; ; ; ; ; ;2;2; ; ;2;2;2006;1;6;2016;5; ; ;1; ; ;3;1;20; ; ; ;4;1;4;1;5;4;4;1;5;3;1;5;7; ; ; ;3;4;5; ;62; ;3;1;6;1,67165560423987
69;1;83;1;8; ;5;2;4;2;2;3;3;1;4;1;1;5;2;2;3;2;1;4;2;1;3;2;4;1;1;2;2;3;2;2;2; ; ;3;4;5;5;5;3;5;3;2;4;3;3;4;3; ; ;2;2;2;2; ;3;3;4;3;3;2;3;3;4;1;3;5;4;4;3;4; ; ;4;1;4;1;3;4;4;4;5;5;5;5;5;5;4;4;5;5;5;5;5;4;5;1; ; ; ;1;15;24; ; ; ; ; ; ; ;4;4;3; ; ;4;4;4;1;2; ; ; ;6;5; ; ; ; ;1;1;3; ;1;99;2010;1;8;2013;1;10; ;4; ; ;3;3;0; ; ; ;4;1;4;4;5;5;5;4;5;2;2; ; ; ; ; ;5; ; ; ;163; ;4;5;3;,72100993449308
72;1;57;1;34; ;5;2;5;0;4;4;0;2;0;5;5;4;4;2;0;0;3;5;5;0;0;5;5;0;0;4;4;4;3;4;0; ; ;5;5;0;5;0;0;0;4;5;5;5;4;3;4; ; ;1;2;2;2;4;0;0;4;4;4;0;4;4;5;5;4;4;5;3;4;5; ; ;5;1;5;3;2;5;5;0;5;3;5;5;4;5;4;0;4;5;5;5;5;5;5;14;22; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2;1; ; ;1;2;2010;2; ;2014;7; ; ;99; ; ;3;3;30; ; ; ;2;0;5;0;5;4;2;4;5;3;2; ; ; ; ; ;5; ; ; ;56; ;2;4;99;,439604933986956
73;1;34;2;5;25;5;2;4;4;4;4;5;4;2;5;5;3;5;3;3;4;3;4;5;5;3;4;5;5;4;4;4;4;4;5;5;36;5;5;4;5;5;3;5;3;4;4;5;4;4;4;5; ; ;1;1;1;2;4;5;5;5;5;5;3;4;4;5;5;5;5;4;4;4;5; ; ;5;1;4;5;4;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;7; ; ; ;1;5;3;25; ; ; ; ; ; ;3;5;8; ; ;4;4;5;99; ; ; ;2; ; ; ; ; ; ;2;2;1; ;1;1;1999;1;6;2012; ; ; ; ; ; ;1;1;20; ; ; ;5;4;5;3;5;4;5;5;4;1;1;1;23; ; ; ;5; ; ; ;62; ;1;1;4;1,67165560423987
74;1;8;4;11;11;5;2;5;1;4;4;4;1;5;1;5;5;1;5;1;2;2;4;3;1;3;5;5;2;2;3;1;4;2;2;4; ; ;4;3;1;5;1;1;1;5;3;4;5;2;2;1; ; ;2;2;2;2; ;3;3;4;4;2;2;2;2;3;4;4;4;4;2;3;3; ; ;5;3;5;4;5;4;5;4;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;18; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ;2;12;1998;1;4;2013;5;4; ;4; ; ;1;3;31; ; ; ;4;1;4;1;3;5;5;2;5;1;2; ; ; ; ; ;5; ; ; ;162; ;4;2;6;1,2796986392492
76;1;38;2;2;21;3; ;5;5;5;5;5;5;5;1;5;3;1;3;3;5;5;5;5;1;3;5;5;5;1;1;1;3;5;5;3; ; ;5;3;1;5;5;5;3;3;1;5;1;5;5;5; ; ;2;2;2;2; ;5;5;3;3;5;3;5;5;5;5;5;5;5;5;5;5; ; ;5;1;5;1;5;5;5;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;23; ; ; ;1;2;21; ; ; ; ; ; ; ;5;5;13; ; ;4;5;4;2;5; ; ;2; ; ; ; ; ; ;3;3; ; ;5;1;2009;1;12;2015;6; ; ;5;15; ;3;3;6; ; ; ;3;1;5;3;5;5;5;1;5;3;1;5;11;1;1; ;1;18; ; ; ; ; ; ; ;,72100993449308
77;1;60;2;11;7;2; ;5;2;5;5;5;2;4;2;5;5;4;5;3;3;5;5;3;1;2;4;5;3;1;4;2;4;3;3;2;47;5;5;5;1;5;3;4;1;4;5;5;4;5;5;3;17;5;1;2;2;1;5;4;4;4;4;3;3;3;4;5;5;4;5;5;4;4;4;17;3;5;1;5;5;5;5;4;2;4;2;5;5;4;5;3;3;4;5;4;5;5;4;5;14;18;22; ;1;1;11;7;8;9;4; ; ; ;5;5;19; ; ;4;3;4;2;3; ; ;2; ; ; ; ; ; ;1;1; ; ;1;1;1997;1;8;2003;4; ; ;4;6;15;1;3;2;3;30; ;5;2;3;5;3;3;5;3;5;2;1;3;1;1;1; ;3;25; ; ; ; ; ; ; ;,439604933986956
78;1;60;2;19;2;5;2;4;2;2;4;5;3;3;3;5;3;2;3;3;3;2;4;3;1;3;3;4;2;4;2;3;4;3;2;3; ; ;4;3;2;5;3;2;3;4;2;5;3;4;3;5; ; ;1;2;2;2;4;3;3;3;4;3;4;3;3;5;5;5;4;3;2;4;4; ; ;5;1;4;4;4;5;5;5;5;5;5;5;5;5;3;5;5;4;5;5;5;5;5;24; ; ; ;1;19;2;99; ; ; ; ; ; ;5;4;15; ; ;4;3;4;2; ; ; ;1;4;1;7; ; ; ;1;3; ; ;3;7;2006;1;12;2013;5;4; ;4; ; ;3;1;2;3; ; ;4;3;5;4;5;3;4;4;5;2;1;5;2; ; ; ;5; ; ; ;134; ;4;1;6;,439604933986956
79;1;14;2;17;17;5;2;5;5;5;3;3;1;5;2;5;5;1;1;1;4;4;5;2;1;5;5;5;5;4;5;1;2;5;5;1; ; ;5;5;1;5;5;1;1;3;3;5;1;5;5;5; ; ;1;2;2;2;1;5;5;5;5;5;3;2;2;5;5;1;4;5;2;5;5; ; ;5;1;5;1;5;4;5;1;3;3;4;4;5;5;3;2;4;5;3;4;5;4;5;1; ; ; ;1;99; ; ; ; ; ; ; ; ;5;5;11; ; ;5;5;4;2; ; ; ;2; ; ; ; ; ; ;1;1;14; ;2;1;2012;1;4;2014;7; ; ;15; ; ;3;3;2;29; ; ;5;2;2;2;5;5;5;4;5;2;1;6;11; ; ; ;5; ; ; ;41; ;4;1;3;1,2796986392492
81;1;15;2;28;21;5;2;2;3;3;3;3;1;3;1;5;4;1;4;2;4;1;4;5;1;5;4;5;1;2;1;1;4;5;3;3; ; ;3;5;1;4;2;1;4;2;1;3;1;3;4;3; ; ;2;2;2;2; ;2;3;3;3;3;2;3;3;4;4;3;4;4;4;3;4; ; ;4;1;4;1;3;3;3;2;3;2;3;3;3;2;3;2;2;2;2;2;4;4;4;13;25; ; ;1;4;2;1;7;5;3; ; ; ;4;4;6; ; ;3;3;3;1; ; ; ; ;8;5;16; ; ; ;1;1; ; ;1;1;1994;1;16;2006;5;4;10;4; ; ;3;1;7;20; ; ;5;2;4;3;5;4;4;4;4;1;1;1;14; ; ; ;5; ; ; ;59; ;3;1;6;1,67165560423987
82;1;61;2;22;2;5;2;5;4;4;4;4;4;1;4;1;4;5;3;4;4;3;4;1;1;3;3;4;1;4;3;2;4;3;3;4; ; ;4;4;1;5;4;1;1;3;2;4;3;4;3;3; ; ;2;2;2;2; ;4;4;4;4;3;4;4;3;4;4;4;4;4;3;4;4; ; ;5;1;4;4;3;4;3;3;4;4;4;4;4;2;4;4;4;3;2;4;4;3;4;24; ; ; ;1;1;10; ; ; ; ; ; ; ;3;3;5; ; ;4;4;4;2; ; ; ;1;8;5;1; ; ; ;3;3; ; ;2;1;1998;1;16;2013;5; ; ;8; ; ;3;3;3;2; ; ;4;1;5;4;4;3;5;3;3;3;1;5;1; ; ; ;5; ; ; ;154; ;4;5;5;,439604933986956
83;1;57;1;9; ;5;2;5;1;5;4;5;3;1;4;3;2;1;4;3;4;4;3;5;1;3;3;3;3;4;5;2;2;3;4;1; ; ;5;1;1;4;1;3;1;4;5;5;5;4;1;3; ; ;1;2;1;2;4;4;4;4;3;5;5;3;4;5;4;2;5;5;4;3;5; ; ;4;1;2;2;4;4;4;3;4;2;5;5;3;5;1;1;3;5;5;5;3;1;5;11; ; ; ;1;9;1;3;2; ; ; ; ; ;4;2;6;12;21;3;4;1;1; ; ; ; ;6;5;7; ; ; ;3;2; ; ;1;2;2007;2; ;2014; ; ; ; ; ; ;1;1;2; ; ; ;3;3;4;2;4;4;5;3;3;3;1;1;14; ; ; ;4;3; ; ;45; ;2;4;4;,439604933986956
84;1;60;1;2; ;3; ;5;3;3;2;3;1;1;1;3;5;1;3;1;2;3;1;1;1;1;3;5;2;2;3;1;1;2;3;3; ; ;3;5;1;3;3;2;1;3;4;4;3;3;1;3; ; ;2;2;2;2; ;3;4;2;3;2;2;2;2;5;2;3;5;4;2;3;3; ; ;3;1;4;2;5;5;5;5;5;3;4;4;4;3;2;3;4;5;5;4;5;2;5;1;18;25; ;1;2; ; ; ; ; ; ; ; ;2;4;6; ; ;3;3;3;99; ; ; ;1;5;7; ; ; ; ;3;2; ; ;1;2;2010;1;12;2015;3;5; ;1; ; ;1;1;2;4; ; ;4;2;5;3;5;3;3;5;3;3;1;6;1;1;1; ;1;18; ; ; ; ; ; ; ;,439604933986956
85;1;57;1;1; ;5;2;3;1;4;3;5;1;1;5;4;4;1;3;3;4;4;4;5;5;1;5;3;4;1;4;2;4;3;3;1; ; ;5;3;1;3;1;3;1;4;5;5;3;4;1;3; ; ;2;2;2;1; ;4;4;4;4;3;3;3;4;3;4;3;3;4;3;4;5; ; ;4;1;4;3;4;4;5;3;4;3;4;5;5;4;4;4;3;5;4;5;5;5;5;13; ; ; ;1;1; ; ; ; ; ; ; ; ;5;4;9; ; ;4;4;5;99; ; ; ;1;8;2;8; ; ; ;3;5;2; ;3;3;2008;2; ;2014; ; ; ; ; ; ;1;3;5;2; ; ;4;3;4;1;4;3;5;4;4;3;1;2;15; ; ; ;4;21; ; ;11; ;1;4;4;,439604933986956
86;1;28;2;27;37;6;1;2;1;1;1;1;1;1;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;32;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1;2;2;2;5;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1; ; ;1;1;5;5;5;3;5;3;5;5;5;5;5;5;3;4;5;5;5;5;5;3;5;14;24; ; ;1;37;1;11;29; ; ; ; ; ;2;1;15; ; ;3;4;3;2; ; ; ;1;4;17; ; ; ; ;1;1; ; ;1;1;2000;1;16;2014;4;10; ;1; ; ;3;3;2; ; ; ;3;1;3;2;3;2;3;1;1;1;1;4;14; ; ; ;5; ; ; ;1; ;1;9;6;,888030888030888
87;1;27;1;26; ;5;2;5;1;4;4;5;2;1;0;5;5;5;5;1;4;4;1;3;1;1;1;5;1;1;2;1;4;1;5;1;50;0;5;1;5;5;1;3;1;5;3;5;1;5;1;3; ; ;1;2;2;2;4;3;4;3;4;3;1;3;5;5;5;5;5;5;4;4;4; ; ;5;3;5;1;5;5;5;1;5;5;5;5;5;1;1;4;4;5;4;5;5;4;4;18; ; ; ;1;5;26; ; ; ; ; ; ; ;5;5;9; ; ;3;4;5;99; ; ; ;2; ; ; ; ; ; ;1;1; ; ;1;9;2012;2; ;2015;7; ; ;4; ; ;1;3;2;32; ; ;5;1;3;3;5;5;4;1;4;2;1;3;2; ; ; ;5; ; ; ;122; ;2;1;4;,888030888030888
88;1;28;2;27;27;6;2;5;4;5;1;3;1;1;1;5;5;1;3;3;3;3;2;3;1;4;3;5;1;1;3;3;3;4;3;1; ; ;3;5;1;5;4;1;5;3;1;2;2;4;1;4; ; ;2;2;2;2; ;4;4;3;3;3;3;3;3;4;4;2;4;4;3;5;4; ; ;4;1;5;5;5;3;3;3;3;3;3;3;3;3;1;2;2;5;4;5;5;4;5;24; ; ; ;1;29;17;7;28; ; ; ; ; ;5;5;12; ; ;3;2;1;99; ; ; ;2; ; ; ; ; ; ;2;1;3; ;1;99;2010;1;4;2015;5; ; ;4; ; ;3;1;2; ; ; ;4;3;5;4;5;5;5;4;5;2;1;6;7; ; ; ;2;1; ; ;42; ;1;7;99;,888030888030888
89;1;35;2;16;17;5;1;5;4;5;5;5;5;5;1;5;1;5;1;1;1;4;5;5;1;1;1;5;1;1;1;5;1;5;1;5; ; ;5;1;1;5;1;1;1;1;5;5;5;5;5;1; ; ;1;2;2;2;5;5;5;5;5;1;1;1;1;1;5;5;5;1;1;5;5; ; ;1;2;5;1;5;5;4;1;1;1;5;1;1;3;5;1;1;5;3;5;5;5;5;13; ; ; ;1;34; ; ; ; ; ; ; ; ;5;5;8; ; ;5;5;3;2;3; ; ;2; ; ; ; ; ; ;1;2;1; ;2;1;1992;1;16;2016;1;4; ;4; ; ;3;3;29; ; ; ;4;1;5;1;5;1;5;1;5;1;1;1;1; ; ; ;5; ; ; ;62; ;3;1;3;1,67165560423987
90;1;54;4;7;39;5;1;5;4;5;4;5;3;4;1;4;5;1;4;5;3;5;1;3;3;4;4;2;4;2;5;3;3;3;4;5; ; ;5;4;1;5;4;2;1;1;3;4;3;4;1;2; ; ;1;2;2;2;4;4;4;5;4;2;4;4;4;2;3;3;2;2;3;5;5; ; ;5;1;5;2;3;5;3;2;5;4;5;4;5;5;3;5;3;4;2;5;3;3;5;24; ; ; ;1;7;1;2; ; ; ; ; ; ;2;1;10; ; ;1;1;1;99; ; ; ;1;99;99; ; ; ; ;3;2;4; ;1;6;2004;2; ;2009;3; ; ;15; ; ;3;3;2;3;15; ;3;3;4;1;5;3;4;3;1;3;1;1;3;5; ; ;5; ; ; ;104; ;4;2;6;,439604933986956
